\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2026-04-05 08:00:17,,,,,,,,,,,,,,
\\For 2026,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2026-02-21,15,18045,535,1336,1006,1284,6318,1244,108,3400,601,2303,18134,89
2026-02-21,16,18121,538,1365,1026,1322,6299,1252,109,3405,605,2314,18236,115
2026-02-21,17,18545,551,1421,1093,1388,6382,1298,114,3460,617,2275,18599,54
2026-02-21,18,18987,561,1443,1185,1451,6561,1363,118,3558,606,2151,18997,10
2026-02-21,19,18915,566,1468,1197,1463,6589,1389,117,3572,602,1988,18950,35
2026-02-21,20,18316,573,1472,1170,1430,6474,1351,113,3509,578,1912,18582,266
2026-02-21,21,17924,568,1485,1147,1378,6352,1311,112,3404,555,1860,18172,247
2026-02-21,22,17700,563,1467,1116,1311,6208,1262,111,3339,531,1816,17724,25
2026-02-21,23,17163,553,1424,1067,1226,5994,1195,110,3194,512,1781,17055,-108
2026-02-21,24,16832,548,1450,1011,1148,5730,1132,107,3113,466,1754,16460,-372
2026-02-22,1,16073,533,1399,967,1123,5504,1082,106,3001,465,1788,15966,-107
2026-02-22,2,15628,525,1416,932,1096,5304,1045,105,3037,473,1886,15819,191
2026-02-22,3,15521,526,1397,912,1124,5171,1030,106,3082,517,2004,15870,349
2026-02-22,4,15762,526,1407,895,1123,5092,1042,106,3201,545,2072,16009,247
2026-02-22,5,15889,527,1341,910,1120,5080,1047,106,3194,530,2108,15963,74
2026-02-22,6,16113,521,1337,937,1139,5130,1062,108,3206,523,2146,16108,-5
2026-02-22,7,16383,524,1366,972,1212,5222,1108,111,3227,538,2217,16498,115
2026-02-22,8,16942,543,1352,1018,1293,5371,1172,116,3363,586,2334,17148,206
2026-02-22,9,17861,562,1383,1066,1328,5637,1236,117,3194,554,2353,17431,-430
2026-02-22,10,17829,557,1377,1086,1319,5874,1248,117,3237,557,2344,17716,-113
2026-02-22,11,17666,567,1400,1090,1306,6046,1228,115,3264,557,2100,17674,8
2026-02-22,12,17253,575,1332,1076,1271,6189,1219,115,3290,576,1899,17541,288
2026-02-22,13,17319,564,1374,1065,1236,6240,1181,113,3331,548,2009,17662,342
2026-02-22,14,17499,556,1361,1050,1180,6232,1141,112,3310,556,2127,17625,126
2026-02-22,15,17454,552,1340,1056,1185,6220,1164,111,3441,562,2175,17806,352
2026-02-22,16,17925,562,1424,1100,1253,6231,1197,112,3388,559,2193,18018,93
2026-02-22,17,18483,576,1438,1168,1365,6327,1266,113,3446,596,2181,18476,-7
2026-02-22,18,18994,583,1441,1240,1456,6558,1365,116,3611,613,2134,19117,123
2026-02-22,19,19202,592,1442,1230,1446,6678,1405,117,3647,601,2043,19201,-1
2026-02-22,20,18909,605,1500,1200,1396,6609,1381,114,3629,592,1977,19003,94
2026-02-22,21,18547,607,1475,1167,1363,6485,1337,112,3520,565,1911,18543,-5
2026-02-22,22,17815,602,1448,1093,1291,6295,1264,109,3409,550,1852,17915,99
2026-02-22,23,17026,594,1469,1036,1185,6008,1176,105,3338,520,1793,17223,197
2026-02-22,24,16211,580,1411,967,1104,5739,1121,101,3398,528,1813,16762,551
2026-02-23,1,16008,571,1437,918,1081,5478,1090,100,3210,520,1791,16197,189
2026-02-23,2,15608,567,1412,889,1089,5270,1060,97,3095,570,1894,15943,334
2026-02-23,3,15748,570,1472,880,1064,5164,1029,95,3235,556,2019,16086,339
2026-02-23,4,15829,575,1393,882,1031,5148,1029,96,3246,544,1999,15944,115
2026-02-23,5,15908,578,1382,905,1078,5226,1049,93,3268,559,1937,16076,168
2026-02-23,6,16384,581,1384,960,1116,5462,1101,94,3352,560,2029,16640,256
2026-02-23,7,17599,588,1433,1059,1186,5898,1199,98,3415,583,2191,17651,52
2026-02-23,8,18441,620,1437,1129,1238,6343,1291,108,3514,583,2329,18591,150
2026-02-23,9,18866,633,1438,1134,1199,6578,1333,112,3607,623,2366,19025,159
2026-02-23,10,18859,631,1417,1082,1079,6730,1336,111,3688,638,2346,19058,199
2026-02-23,11,18749,617,1404,1063,981,6816,1310,108,3671,617,2193,18779,31
2026-02-23,12,18420,605,1370,1036,951,6821,1234,97,3614,629,1950,18308,-112
2026-02-23,13,17669,595,1347,1024,916,6748,1158,104,3529,649,1899,17968,299
2026-02-23,14,17697,586,1332,1011,933,6741,1156,106,3711,642,1949,18167,470
2026-02-23,15,17996,580,1334,1044,944,6711,1180,106,3667,632,2023,18221,224
2026-02-23,16,18282,592,1361,1082,1026,6770,1223,109,3665,644,2142,18614,332
2026-02-23,17,19207,597,1414,1153,1137,6925,1320,114,3731,660,2271,19323,116
2026-02-23,18,19924,605,1476,1249,1287,7135,1455,116,3851,672,2208,20055,131
2026-02-23,19,20276,609,1541,1266,1345,7319,1537,122,3918,639,2080,20376,100
2026-02-23,20,20421,622,1596,1243,1350,7315,1553,121,3926,669,2034,20428,7
2026-02-23,21,20180,621,1584,1237,1329,7203,1537,120,3886,668,2008,20194,14
2026-02-23,22,19727,610,1579,1214,1288,7009,1471,118,3842,603,1972,19704,-23
2026-02-23,23,18738,599,1538,1133,1217,6681,1380,113,3611,549,1941,18762,24
2026-02-23,24,17835,584,1511,1104,1170,6310,1307,112,3480,525,1933,18035,200
2026-02-24,1,17333,565,1486,1055,1152,6025,1265,114,3375,501,1961,17500,167
2026-02-24,2,17018,558,1469,1025,1153,5869,1252,116,3471,491,2081,17485,467
2026-02-24,3,17350,554,1464,1010,1170,5750,1234,117,3401,483,2101,17284,-66
2026-02-24,4,17125,557,1454,988,1188,5722,1244,119,3588,494,2190,17545,420
2026-02-24,5,17311,557,1423,1036,1216,5769,1275,119,3584,515,2234,17729,417
2026-02-24,6,17985,555,1437,1087,1281,5962,1331,122,3724,530,2286,18317,332
2026-02-24,7,19157,563,1498,1207,1372,6380,1447,126,3854,601,2373,19421,264
2026-02-24,8,20230,587,1556,1259,1430,6830,1510,130,3783,615,2435,20135,-95
2026-02-24,9,20077,601,1530,1281,1341,6910,1472,131,3893,645,2501,20306,229
2026-02-24,10,19806,597,1508,1240,1217,6984,1382,130,3760,639,2395,19851,45
2026-02-24,11,19258,592,1507,1226,1094,7059,1290,125,3827,629,2154,19503,245
2026-02-24,12,18774,570,1489,1220,983,6993,1222,121,3657,610,1925,18790,16
2026-02-24,13,18084,565,1491,1196,940,6916,1184,115,3765,616,1792,18581,497
2026-02-24,14,18078,567,1504,1201,920,6852,1173,109,3737,646,1832,18542,464
2026-02-24,15,18146,568,1517,1195,954,6863,1176,111,3644,638,1810,18476,330
2026-02-24,16,18463,577,1533,1196,1066,6859,1212,113,3684,645,1887,18773,310
2026-02-24,17,19274,583,1561,1244,1265,7018,1347,112,3760,670,2100,19660,386
2026-02-24,18,20408,587,1585,1333,1498,7271,1486,110,3935,689,2134,20629,221
2026-02-24,19,20825,589,1590,1320,1506,7373,1534,109,3966,700,2028,20716,-109
2026-02-24,20,20496,600,1620,1326,1488,7281,1524,105,4032,688,1967,20632,137
2026-02-24,21,20135,601,1600,1328,1458,7152,1485,106,3969,666,1933,20299,164
2026-02-24,22,19562,594,1567,1288,1386,6907,1425,104,3851,575,1867,19564,2
2026-02-24,23,18470,582,1551,1201,1291,6590,1333,98,3655,556,1812,18669,199
2026-02-24,24,17884,567,1585,1097,1250,6268,1254,96,3490,516,1775,17899,15
2026-02-25,1,17236,554,1500,1081,1208,5927,1194,93,3729,556,1848,17690,454
2026-02-25,2,16902,550,1526,1031,1180,5756,1150,95,3617,598,1920,17424,522
2026-02-25,3,16944,551,1466,1031,1169,5594,1124,94,3523,546,1958,17057,112
2026-02-25,4,16646,551,1428,1034,1151,5534,1107,101,3401,538,1979,16823,177
2026-02-25,5,16749,550,1458,1042,1177,5560,1115,106,3133,547,2025,16712,-37
2026-02-25,6,17182,547,1483,1095,1238,5724,1152,110,3206,502,2097,17153,-30
2026-02-25,7,17812,558,1421,1164,1318,6042,1254,110,3339,539,2239,17983,171
2026-02-25,8,18885,587,1472,1255,1355,6482,1336,113,3539,611,2374,19125,240
2026-02-25,9,19279,595,1483,1280,1367,6677,1351,115,3668,586,2378,19500,221
2026-02-25,10,19357,579,1487,1273,1357,6778,1318,118,3684,610,2337,19542,184
2026-02-25,11,19113,563,1445,1257,1352,6428,1266,141,3992,593,1978,19016,-98
2026-02-25,12,18184,549,1400,1269,1315,6704,1258,106,3776,599,2169,19145,961
2026-02-25,13,18884,541,1438,1251,1242,6865,1246,105,3718,611,2210,19227,343
2026-02-25,14,19205,535,1460,1219,1197,6918,1262,104,3740,587,2302,19324,119
2026-02-25,15,18808,531,1425,1242,1184,6898,1250,103,3875,581,2160,19248,440
2026-02-25,16,18871,530,1453,1248,1218,6821,1249,109,3606,642,2008,18883,13
2026-02-25,17,19253,543,1444,1291,1326,6962,1323,111,3642,660,2168,19471,218
2026-02-25,18,19910,561,1503,1318,1422,7105,1417,114,3789,666,2141,20036,126
2026-02-25,19,20183,574,1492,1303,1452,7210,1461,114,3891,669,2025,20191,7
2026-02-25,20,19979,586,1565,1304,1437,7217,1464,110,3891,669,1990,20234,255
2026-02-25,21,19709,585,1544,1253,1398,7101,1446,110,3861,658,1985,19940,231
2026-02-25,22,19103,591,1551,1203,1286,6894,1386,109,3745,583,1955,19303,200
2026-02-25,23,18166,586,1471,1149,1178,6543,1298,108,3657,559,1909,18460,293
2026-02-25,24,17489,570,1511,1054,1118,6148,1228,105,3493,529,1881,17637,148
2026-02-26,1,17109,559,1452,1014,1073,5879,1180,106,3525,534,1976,17299,190
2026-02-26,2,16728,550,1476,963,1043,5642,1148,104,3316,560,2039,16842,114
2026-02-26,3,16462,554,1408,967,1027,5566,1130,107,3197,537,2113,16606,143
2026-02-26,4,16450,554,1481,969,1034,5523,1119,109,3135,517,2153,16592,142
2026-02-26,5,16880,559,1437,991,1064,5574,1135,110,3192,536,2203,16801,-79
2026-02-26,6,17544,564,1461,1049,1121,5786,1183,113,3379,554,2314,17523,-21
2026-02-26,7,18577,576,1487,1148,1220,6163,1286,120,3640,575,2451,18665,88
2026-02-26,8,19664,605,1574,1195,1271,6590,1371,125,3716,639,2445,19532,-132
2026-02-26,9,19523,618,1527,1209,1267,6692,1394,123,3709,614,2379,19531,8
2026-02-26,10,19026,612,1497,1227,1163,6733,1371,120,3655,622,2150,19148,123
2026-02-26,11,18576,596,1501,1217,1017,6770,1345,115,3759,615,1952,18888,312
2026-02-26,12,18484,578,1458,1195,968,6784,1313,102,3599,621,1886,18505,21
2026-02-26,13,18196,569,1507,1183,907,6780,1274,109,3577,645,1796,18347,151
2026-02-26,14,17839,552,1460,1147,915,6761,1244,112,3508,596,1756,18053,214
2026-02-26,15,17884,544,1481,1138,990,6666,1206,109,3475,653,1824,18086,202
2026-02-26,16,18154,549,1475,1156,1110,6687,1199,112,3478,629,1894,18288,134
2026-02-26,17,18900,553,1560,1235,1260,6771,1299,117,3579,638,2018,19030,131
2026-02-26,18,19690,562,1527,1325,1397,6945,1407,118,3763,663,2114,19820,131
2026-02-26,19,20092,575,1557,1317,1436,7092,1478,119,3837,670,2081,20162,70
2026-02-26,20,20145,590,1645,1298,1448,7100,1494,117,3877,672,2054,20294,149
2026-02-26,21,19842,590,1608,1253,1426,6984,1468,113,3818,659,2006,19925,83
2026-02-26,22,19308,579,1620,1219,1359,6797,1398,112,3691,578,1954,19306,-2
2026-02-26,23,18199,563,1507,1151,1277,6450,1307,108,3645,560,1903,18471,272
2026-02-26,24,17406,552,1471,1064,1204,6087,1227,105,3373,524,1859,17466,60
2026-02-27,1,16702,537,1461,1001,1129,5782,1175,102,3334,509,1874,16904,202
2026-02-27,2,16396,532,1496,988,1108,5555,1136,103,3270,547,1947,16682,286
2026-02-27,3,16432,528,1456,993,1133,5375,1104,104,3232,544,2035,16504,71
2026-02-27,4,16319,530,1421,995,1130,5375,1092,103,3159,544,2067,16416,98
2026-02-27,5,16436,530,1469,988,1118,5375,1105,107,3262,566,2127,16647,211
2026-02-27,6,16997,539,1421,1031,1163,5558,1152,110,3219,610,2164,16967,-29
2026-02-27,7,17897,549,1450,1121,1260,5981,1252,111,3419,594,2252,17989,92
2026-02-27,8,18967,565,1534,1183,1315,6376,1335,115,3634,580,2297,18934,-33
2026-02-27,9,19143,575,1538,1200,1301,6556,1360,113,3714,578,2297,19232,89
2026-02-27,10,18935,572,1516,1176,1229,6716,1326,109,3599,607,2206,19054,120
2026-02-27,11,18529,568,1490,1118,1134,6765,1286,110,3591,607,2016,18685,156
2026-02-27,12,18172,562,1493,1129,1050,6676,1206,108,3496,575,1671,17965,-207
2026-02-27,13,17362,561,1381,1115,1019,6603,1078,108,3408,595,1609,17478,115
2026-02-27,14,17110,552,1417,1115,993,6525,1010,107,3334,569,1583,17205,96
2026-02-27,15,16657,551,1457,1084,974,6379,977,105,3295,598,1560,16978,322
2026-02-27,16,16777,548,1380,1077,1028,6335,1017,103,3280,598,1622,16988,211
2026-02-27,17,17408,554,1418,1127,1102,6393,1133,99,3369,592,1802,17588,180
2026-02-27,18,18360,565,1454,1210,1266,6498,1239,98,3493,601,1895,18320,-40
2026-02-27,19,18463,560,1442,1211,1318,6658,1311,91,3618,634,1795,18638,175
2026-02-27,20,18348,584,1451,1188,1299,6640,1316,89,3707,622,1765,18662,314
2026-02-27,21,18053,586,1474,1164,1241,6546,1294,90,3568,617,1705,18285,232
2026-02-27,22,17661,585,1519,1118,1178,6366,1238,89,3428,582,1647,17749,88
2026-02-27,23,16864,591,1469,1057,1086,6051,1159,87,3393,589,1582,17064,199
2026-02-27,24,16037,593,1452,999,1001,5710,1082,85,3129,569,1537,16157,120
2026-02-28,1,15411,585,1470,947,950,5421,1006,85,3002,551,1598,15618,206
2026-02-28,2,14938,577,1382,912,917,5198,959,83,2970,518,1626,15142,204
2026-02-28,3,14706,576,1372,891,894,5040,932,83,2736,474,1705,14703,-3
2026-02-28,4,14531,572,1445,872,883,4934,915,91,2639,505,1740,14595,64
2026-02-28,5,14525,574,1414,874,886,4920,922,90,2665,487,1818,14650,126
2026-02-28,6,14803,578,1439,886,901,4982,959,93,2844,505,1892,15078,276
2026-02-28,7,15597,580,1453,917,946,5137,1018,94,2759,527,1999,15431,-165
2026-02-28,8,16129,595,1429,951,1001,5329,1074,98,2967,540,2088,16071,-58
2026-02-28,9,16565,599,1474,986,951,5532,1037,99,3022,572,2112,16383,-182
2026-02-28,10,16384,584,1529,989,758,5696,1051,102,3153,582,1965,16410,26
2026-02-28,11,16043,574,1447,976,640,5821,1074,106,3049,587,1705,15980,-63
2026-02-28,12,15851,557,1422,984,590,5944,1049,106,2998,584,1624,15858,6
2026-02-28,13,15726,542,1437,976,533,5971,1000,102,3062,586,1663,15873,147
2026-02-28,14,15688,533,1504,957,530,5980,964,106,3046,577,1545,15742,54
2026-02-28,15,15627,531,1455,962,579,5925,972,108,3011,586,1562,15691,63
2026-02-28,16,15995,535,1483,994,716,5925,1037,107,3086,595,1742,16220,225
2026-02-28,17,17016,550,1492,1050,937,6070,1156,108,3273,610,1959,17206,190
2026-02-28,18,18137,576,1524,1142,1182,6368,1320,115,3531,625,2018,18401,265
2026-02-28,19,18814,595,1638,1170,1285,6526,1402,118,3622,600,1920,18876,61
2026-02-28,20,18631,612,1655,1152,1258,6502,1382,116,3662,567,1884,18789,159
2026-02-28,21,18272,612,1597,1128,1223,6345,1347,114,3565,543,1820,18294,22
2026-02-28,22,17748,613,1626,1095,1177,6236,1294,109,3457,530,1788,17924,176
2026-02-28,23,17357,603,1631,1052,1113,6055,1231,104,3330,568,1726,17412,55
2026-02-28,24,16612,597,1540,1005,1073,5856,1170,99,3232,563,1704,16838,226
2026-03-01,1,16224,588,1563,974,1051,5654,1116,98,3079,524,1740,16386,163
2026-03-01,2,15867,584,1582,949,1063,5460,1081,97,2981,519,1815,16132,265
2026-03-01,3,15651,585,1526,935,1069,5304,1065,102,2891,530,1886,15893,243
2026-03-01,4,15678,587,1608,930,1072,5234,1074,102,2873,552,1904,15936,258
2026-03-01,5,15770,590,1536,939,1096,5260,1092,102,2940,551,1914,16020,250
2026-03-01,6,16092,591,1552,969,1118,5307,1121,106,3132,479,2006,16382,290
2026-03-01,7,16826,597,1620,1005,1137,5398,1179,117,3182,488,2091,16812,-14
2026-03-01,8,17227,613,1598,1026,1141,5543,1213,123,3166,521,2183,17127,-100
2026-03-01,9,17441,596,1650,1029,1109,5745,1186,126,3196,548,2214,17399,-43
2026-03-01,10,17329,588,1575,1030,1045,5902,1135,124,3257,523,2142,17320,-9
2026-03-01,11,17186,543,1542,1040,878,6038,1120,124,3259,541,1998,17083,-103
2026-03-01,12,16780,562,1526,1053,754,6120,1106,122,3316,542,1818,16919,139
2026-03-01,13,16701,563,1509,1065,724,6160,1087,120,3493,544,1817,17081,380
2026-03-01,14,16751,557,1536,1063,714,6167,1073,118,3441,575,1796,17039,288
2026-03-01,15,16846,556,1539,1062,721,6196,1074,115,3321,585,1814,16983,137
2026-03-01,16,16991,559,1483,1097,834,6215,1122,116,3248,601,1812,17088,97
2026-03-01,17,17897,568,1524,1187,1108,6373,1260,120,3430,628,1979,18178,281
2026-03-01,18,19503,589,1532,1304,1375,6671,1445,124,3720,615,2142,19518,15
2026-03-01,19,20125,601,1576,1339,1458,6947,1557,130,3789,609,2067,20072,-52
2026-03-01,20,20237,611,1593,1317,1459,6930,1592,129,3794,599,2026,20051,-186
2026-03-01,21,19708,615,1635,1287,1419,6821,1509,128,3727,600,1979,19718,10
2026-03-01,22,19188,620,1625,1237,1382,6640,1455,128,3644,583,1929,19243,55
2026-03-01,23,18487,596,1586,1155,1337,6361,1377,123,3482,552,1876,18445,-42
2026-03-01,24,17782,605,1518,1094,1282,6102,1379,118,3387,531,1873,17890,108
2026-03-02,1,17270,590,1525,1059,1261,5790,1328,115,3396,501,1945,17509,239
2026-03-02,2,17087,579,1548,1044,1250,5638,1294,113,3347,491,2043,17348,261
2026-03-02,3,17145,574,1605,1037,1258,5536,1288,113,3346,543,2091,17390,246
2026-03-02,4,17431,563,1567,1039,1278,5505,1303,112,3602,562,2170,17702,271
2026-03-02,5,17664,549,1559,1064,1310,5582,1348,117,3583,548,2132,17792,128
2026-03-02,6,18273,554,1583,1109,1372,5800,1417,121,3566,604,2258,18384,111
2026-03-02,7,19304,562,1623,1208,1475,6217,1525,123,3855,597,2333,19518,214
2026-03-02,8,20072,589,1706,1262,1419,6633,1510,124,3779,597,2348,19966,-106
2026-03-02,9,19666,591,1728,1237,1208,6731,1428,120,4000,637,2242,19922,256
2026-03-02,10,18886,567,1652,1228,1003,6724,1324,121,3873,640,2001,19133,247
2026-03-02,11,18198,543,1683,1195,876,6741,1226,119,3620,605,1714,18323,126
2026-03-02,12,17692,514,1559,1181,820,6748,1167,117,3594,669,1632,18000,308
2026-03-02,13,17483,497,1518,1154,793,6721,1124,118,3583,599,1649,17755,272
2026-03-02,14,17359,481,1524,1154,782,6682,1101,113,3585,582,1647,17652,293
2026-03-02,15,17317,476,1526,1135,795,6620,1084,111,3563,574,1658,17543,227
2026-03-02,16,17562,474,1543,1144,876,6654,1112,111,3563,596,1722,17795,232
2026-03-02,17,18365,488,1566,1223,1127,6782,1236,115,3662,618,1915,18733,368
2026-03-02,18,19737,511,1593,1316,1401,7001,1416,118,3805,661,2082,19902,165
2026-03-02,19,22095,525,1540,1333,1464,7189,1507,122,3926,615,2058,20281,-1814
2026-03-02,20,20385,549,1537,1320,1457,7187,1515,115,3991,645,2016,20333,-52
2026-03-02,21,19970,548,1548,1295,1416,7053,1481,116,3911,587,1962,19916,-54
2026-03-02,22,19269,534,1566,1265,1347,6815,1418,118,3765,577,1904,19308,39
2026-03-02,23,18258,521,1569,1189,1272,6450,1324,112,3650,557,1821,18466,208
2026-03-02,24,17570,507,1580,1108,1218,6105,1300,108,3399,558,1768,17649,79
2026-03-03,1,17062,500,1568,1059,1172,5796,1243,106,3361,539,1839,17184,123
2026-03-03,2,16803,493,1524,1035,1173,5602,1214,107,3380,536,1950,17013,210
2026-03-03,3,16749,492,1492,1023,1191,5481,1198,110,3178,509,2034,16709,-40
2026-03-03,4,16601,495,1489,1016,1184,5428,1197,111,3332,510,2104,16866,265
2026-03-03,5,16818,500,1418,1028,1176,5523,1171,113,3148,487,2140,16705,-113
2026-03-03,6,17337,502,1442,1087,1246,5707,1280,112,3532,522,2315,17745,409
2026-03-03,7,18760,507,1486,1166,1369,6127,1386,113,3483,566,2342,18546,-214
2026-03-03,8,19214,536,1468,1220,1311,6494,1397,118,3687,593,2398,19221,7
2026-03-03,9,19265,551,1501,1176,1107,6691,1365,119,3689,590,2431,19221,-45
2026-03-03,10,18814,550,1474,1115,957,6683,1284,116,3630,586,2417,18812,-2
2026-03-03,11,18571,544,1466,1076,867,6654,1228,113,3589,568,2434,18539,-32
2026-03-03,12,18314,541,1457,1089,830,6666,1155,112,3483,596,2417,18347,34
2026-03-03,13,18240,533,1443,1117,899,6620,1082,112,3502,606,2414,18326,86
2026-03-03,14,18242,524,1447,1131,908,6581,1033,110,3494,640,2447,18317,75
2026-03-03,15,18324,521,1449,1157,972,6604,1048,110,3533,602,2489,18487,163
2026-03-03,16,18749,528,1477,1160,1099,6719,1072,113,3588,627,2492,18874,125
2026-03-03,17,19401,537,1500,1195,1215,6845,1200,116,3705,648,2435,19396,-5
2026-03-03,18,19893,534,1523,1265,1323,6988,1328,119,3743,673,2339,19836,-57
2026-03-03,19,19937,537,1507,1252,1350,7064,1394,119,3881,691,2194,19990,53
2026-03-03,20,19449,551,1514,1229,1346,6974,1411,118,3941,677,2155,19916,467
2026-03-03,21,19253,555,1553,1185,1305,6804,1375,118,3911,618,2071,19495,242
2026-03-03,22,18344,545,1528,1139,1243,6593,1311,117,3882,589,2011,18958,614
2026-03-03,23,17774,533,1473,1068,1167,6246,1225,113,3601,560,1912,17898,124
2026-03-03,24,16906,519,1401,1009,1094,5897,1180,107,3532,577,1923,17239,333
2026-03-04,1,16471,514,1386,993,1039,5641,1124,105,3542,573,1951,16869,398
2026-03-04,2,16193,517,1376,962,1016,5389,1081,102,3458,565,2018,16485,292
2026-03-04,3,16096,514,1430,928,987,5291,1064,103,3254,575,2124,16270,174
2026-03-04,4,15834,514,1390,927,995,5199,1062,106,3026,577,2155,15950,116
2026-03-04,5,16038,514,1392,969,994,5291,1081,108,3147,621,2122,16239,200
2026-03-04,6,16844,511,1436,1016,1046,5499,1143,112,3251,616,2196,16826,-18
2026-03-04,7,17855,520,1438,1116,1140,5902,1234,116,3387,613,2290,17757,-98
2026-03-04,8,18561,544,1536,1164,1122,6295,1274,122,3549,609,2370,18587,26
2026-03-04,9,18458,557,1507,1144,961,6350,1175,121,3464,627,2387,18293,-165
2026-03-04,10,17681,557,1482,1088,789,6292,1049,121,3374,618,2382,17752,71
2026-03-04,11,17268,562,1462,1035,673,6309,970,118,3317,605,2385,17437,169
2026-03-04,12,48871,562,1388,984,549,6355,925,114,3274,584,2284,17020,-31852
2026-03-04,13,16752,556,1373,996,502,6332,890,111,3311,604,2221,16896,144
2026-03-04,14,16640,553,1385,993,482,6288,880,110,3443,597,2264,16995,355
2026-03-04,15,16792,556,1414,992,524,6249,872,111,3184,612,2262,16776,-16
2026-03-04,16,17007,564,1376,1023,670,6253,921,111,3201,591,2280,16990,-17
2026-03-04,17,17516,580,1425,1101,904,6341,1037,113,3339,622,2241,17701,185
2026-03-04,18,18351,586,1409,1185,1151,6543,1176,117,3494,635,2167,18463,112
2026-03-04,19,18821,586,1426,1170,1215,6709,1276,118,3578,649,2026,18753,-68
2026-03-04,20,18740,602,1444,1161,1213,6721,1310,116,3661,637,2004,18870,130
2026-03-04,21,18578,609,1445,1142,1199,6580,1293,115,3618,638,1978,18615,37
2026-03-04,22,18118,598,1518,1100,1143,6373,1239,112,3499,578,1927,18087,-31
2026-03-04,23,17202,585,1448,1046,1074,6064,1157,109,3384,571,1841,17278,76
2026-03-04,24,16331,567,1476,978,1024,5713,1085,106,3150,579,1789,16467,136
2026-03-05,1,15589,558,1387,933,1021,5435,1032,105,3151,599,1808,16027,439
2026-03-05,2,15323,553,1369,908,1024,5244,1004,106,3211,590,1861,15870,547
2026-03-05,3,15224,533,1366,895,1020,5127,987,106,3185,597,1959,15774,550
2026-03-05,4,15178,538,1365,894,975,5088,985,105,2930,598,2006,15485,307
2026-03-05,5,15286,538,1360,919,960,5138,1001,104,2945,617,2081,15664,378
2026-03-05,6,15789,542,1386,966,1005,5313,1050,103,2834,650,2068,15917,128
2026-03-05,7,16709,553,1465,1068,1110,5691,1140,97,3060,607,2204,16995,286
2026-03-05,8,17626,579,1471,1132,1064,6088,1194,103,3270,643,2336,17881,255
2026-03-05,9,18021,591,1460,1128,921,6330,1143,104,3334,684,2373,18069,48
2026-03-05,10,17494,597,1431,1126,794,6400,1037,101,3328,661,2373,17848,354
2026-03-05,11,17383,605,1397,1086,691,6437,978,106,3312,692,2365,17668,286
2026-03-05,12,17348,590,1384,1054,669,6430,965,93,3405,682,2380,17651,304
2026-03-05,13,17424,585,1357,1063,683,6525,972,99,3407,711,2380,17781,357
2026-03-05,14,17698,585,1285,1055,756,6535,1016,94,3483,715,2393,17917,219
2026-03-05,15,18043,583,1311,1068,840,6569,1049,102,3454,682,2407,18063,20
2026-03-05,16,18372,593,1323,1109,985,6598,1075,104,3462,651,2428,18328,-44
2026-03-05,17,18904,602,1339,1202,1144,6644,1140,104,3560,636,2407,18779,-125
2026-03-05,18,19387,604,1365,1289,1266,6791,1233,110,3615,673,2277,19223,-164
2026-03-05,19,19563,599,1409,1287,1283,6939,1302,113,3627,672,2084,19314,-249
2026-03-05,20,19411,603,1482,1272,1293,6852,1314,112,3566,680,2019,19193,-217
2026-03-05,21,18862,602,1493,1234,1281,6679,1294,112,3571,666,1968,18900,38
2026-03-05,22,18313,588,1481,1192,1231,6498,1237,109,3505,589,1908,18337,24
2026-03-05,23,17502,573,1454,1128,1155,6143,1153,107,3390,551,1833,17487,-15
2026-03-05,24,16585,559,1460,1051,1095,5809,1113,104,3213,535,1768,16707,122
2026-03-06,1,16209,542,1445,1000,1060,5517,1065,100,3399,605,1819,16552,344
2026-03-06,2,16018,529,1428,972,1034,5307,1029,102,3367,612,1911,16290,272
2026-03-06,3,15877,526,1414,960,1035,5148,1019,94,3409,603,2035,16243,365
2026-03-06,4,15843,526,1407,958,1040,5136,1007,99,3370,619,2067,16228,385
2026-03-06,5,16089,527,1403,973,1069,5191,1021,104,3246,616,2128,16279,190
2026-03-06,6,16654,528,1426,1005,1119,5373,1074,106,3057,660,2195,16543,-111
2026-03-06,7,17481,539,1469,1098,1211,5815,1146,108,3268,616,2253,17523,42
2026-03-06,8,18446,554,1493,1138,1251,6214,1223,113,3477,623,2378,18463,17
2026-03-06,9,18605,568,1491,1097,1183,6411,1218,106,3543,630,2379,18627,22
2026-03-06,10,18566,571,1426,1062,1079,6576,1186,109,3598,648,2342,18597,32
2026-03-06,11,24268,574,1482,1055,985,6684,1127,110,3554,652,2342,18565,-5703
2026-03-06,12,18361,568,1409,1050,857,6798,1093,100,3531,647,2329,18382,21
2026-03-06,13,18258,563,1436,1027,815,6804,1094,104,3534,623,2286,18287,29
2026-03-06,14,18212,567,1487,1010,817,6720,1084,104,3555,615,2303,18261,50
2026-03-06,15,18144,569,1479,1013,876,6740,1078,102,3600,627,2225,18308,163
2026-03-06,16,18378,559,1522,1044,1033,6732,1129,99,3561,639,2338,18656,278
2026-03-06,17,18958,570,1505,1106,1195,6753,1206,95,3607,641,2292,18970,12
2026-03-06,18,19177,563,1518,1187,1310,6775,1273,96,3665,682,2149,19217,40
