\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2026-04-05 08:00:17,,,,,,,,,,,,,,
\\For 2026,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2026-02-08,11,19283,583,1680,1260,1221,6804,1566,138,3616,634,1918,19420,137
2026-02-08,12,19223,643,1721,1258,1175,6962,1528,139,3680,671,1810,19586,363
2026-02-08,13,19283,666,1627,1255,1150,7007,1493,138,3773,651,1772,19532,250
2026-02-08,14,19201,667,1636,1241,1130,6963,1462,138,3673,639,1756,19305,104
2026-02-08,15,19006,672,1658,1231,1130,6938,1451,136,3599,684,1800,19300,295
2026-02-08,16,19262,662,1601,1259,1218,6924,1486,137,3620,691,1896,19494,232
2026-02-08,17,19902,585,1668,1336,1426,7025,1590,137,3715,703,2001,20186,283
2026-02-08,18,21024,596,1696,1450,1604,7312,1731,138,3973,672,2110,21284,259
2026-02-08,19,21522,596,1673,1456,1613,7552,1774,141,4050,676,2113,21644,122
2026-02-08,20,21072,597,1687,1407,1570,7449,1731,139,4019,663,2092,21353,282
2026-02-08,21,20737,588,1775,1362,1522,7296,1692,138,3943,639,2034,20989,253
2026-02-08,22,20282,574,1728,1306,1492,7130,1627,136,3777,609,1990,20370,88
2026-02-08,23,19473,565,1627,1247,1411,6841,1555,133,3761,583,1977,19699,226
2026-02-08,24,18756,557,1558,1181,1355,6536,1485,131,3647,561,1984,18995,239
2026-02-09,1,18324,542,1630,1123,1314,6290,1439,128,3581,595,2046,18687,363
2026-02-09,2,17934,532,1569,1092,1308,6083,1414,128,3578,583,2034,18321,386
2026-02-09,3,17795,532,1590,1077,1336,5983,1403,127,3417,592,2058,18115,320
2026-02-09,4,17742,528,1624,1095,1362,5917,1403,124,3414,564,2080,18111,369
2026-02-09,5,17974,529,1630,1111,1375,5960,1422,125,3485,597,2126,18360,386
2026-02-09,6,18697,510,1666,1160,1435,6158,1478,125,3580,616,2154,18883,185
2026-02-09,7,19724,512,1609,1260,1527,6547,1587,131,3737,622,2286,19819,95
2026-02-09,8,20780,531,1607,1339,1603,7047,1677,136,3976,649,2408,20974,195
2026-02-09,9,20892,549,1660,1343,1498,7201,1665,135,4027,644,2399,21121,230
2026-02-09,10,20641,555,1675,1304,1394,7283,1614,133,4009,647,2363,20975,335
2026-02-09,11,20606,550,1653,1250,1307,7381,1577,130,4031,651,2170,20700,94
2026-02-09,12,20362,555,1621,1254,1258,7401,1569,130,4001,647,2009,20445,83
2026-02-09,13,20170,552,1704,1229,1212,7393,1558,128,3974,618,1984,20351,181
2026-02-09,14,20033,546,1633,1220,1201,7375,1536,128,3937,639,2110,20324,291
2026-02-09,15,20114,547,1637,1224,1283,7346,1500,128,3887,646,2189,20387,273
2026-02-09,16,20375,543,1698,1269,1383,7313,1511,130,3905,631,2278,20662,287
2026-02-09,17,20903,550,1740,1344,1510,7316,1576,131,3932,640,2308,21047,144
2026-02-09,18,21375,551,1629,1430,1624,7533,1670,132,4103,668,2260,21601,226
2026-02-09,19,21601,544,1627,1404,1633,7692,1699,132,4163,720,2206,21821,220
2026-02-09,20,21322,545,1695,1375,1609,7607,1674,129,4096,716,2151,21595,273
2026-02-09,21,20779,551,1718,1321,1561,7445,1630,124,3967,696,2075,21089,310
2026-02-09,22,19964,552,1679,1277,1495,7171,1543,119,3934,621,2051,20442,478
2026-02-09,23,19185,547,1656,1206,1410,6754,1426,110,3845,550,1997,19502,317
2026-02-09,24,18246,595,1586,1143,1334,6377,1342,107,3564,529,1965,18542,296
2026-02-10,1,17723,612,1579,1102,1287,6039,1272,106,3432,510,1993,17932,209
2026-02-10,2,17265,601,1562,1080,1260,5814,1233,107,3396,500,2043,17596,331
2026-02-10,3,17147,589,1569,1073,1252,5678,1213,109,3263,496,2068,17310,163
2026-02-10,4,16994,588,1527,1041,1252,5693,1202,110,3320,505,2107,17345,351
2026-02-10,5,17181,589,1592,1067,1265,5714,1205,107,3338,507,2131,17515,333
2026-02-10,6,17781,602,1547,1121,1319,5903,1240,106,3347,568,2184,17936,155
2026-02-10,7,18673,602,1609,1224,1408,6290,1333,108,3480,626,2160,18838,166
2026-02-10,8,19516,541,1574,1294,1467,6739,1422,112,3766,688,2216,19818,302
2026-02-10,9,19653,536,1590,1303,1431,6941,1433,117,3786,693,2229,20061,408
2026-02-10,10,19860,529,1580,1274,1382,7086,1436,123,3692,663,2151,19917,56
2026-02-10,11,19742,516,1528,1272,1381,7123,1428,121,3729,605,1941,19644,-98
2026-02-10,12,19186,536,1554,1331,1378,7174,1416,113,3736,633,1765,19635,449
2026-02-10,13,19475,543,1508,1330,1387,7186,1400,116,3680,602,1784,19536,61
2026-02-10,14,19343,544,1534,1318,1376,7115,1359,117,3689,594,1857,19503,160
2026-02-10,15,19496,540,1572,1348,1383,7094,1333,116,3734,599,1899,19618,123
2026-02-10,16,19679,548,1523,1365,1380,7046,1342,119,3735,601,1957,19618,-61
2026-02-10,17,20105,562,1547,1397,1442,7070,1405,122,3762,661,2094,20063,-42
2026-02-10,18,20304,589,1613,1445,1489,7187,1472,124,3822,675,2104,20521,217
2026-02-10,19,20549,602,1558,1413,1512,7289,1498,124,3910,678,2047,20630,81
2026-02-10,20,20293,644,1620,1372,1511,7198,1478,122,3887,659,2015,20505,212
2026-02-10,21,19916,658,1560,1327,1469,7015,1450,122,3837,649,1965,20053,137
2026-02-10,22,19236,625,1539,1260,1408,6826,1371,113,3716,629,1905,19392,157
2026-02-10,23,18028,593,1544,1173,1319,6462,1285,105,3622,602,1909,18615,588
2026-02-10,24,17264,584,1458,1096,1246,6078,1209,101,3484,572,1900,17727,463
2026-02-11,1,16618,615,1431,1034,1194,5754,1161,100,3308,550,1941,17086,469
2026-02-11,2,16391,630,1469,1002,1168,5537,1120,98,3207,543,1977,16750,359
2026-02-11,3,16279,634,1469,995,1142,5407,1092,96,3150,537,1989,16512,232
2026-02-11,4,15921,624,1440,991,1135,5326,1079,95,3041,533,1937,16202,281
2026-02-11,5,15935,631,1463,1007,1144,5373,1085,96,3033,537,2004,16373,438
2026-02-11,6,16644,633,1406,1050,1193,5565,1131,97,3104,568,2065,16812,168
2026-02-11,7,17724,575,1505,1166,1289,6023,1232,101,3297,615,2207,18010,286
2026-02-11,8,19249,550,1551,1260,1370,6528,1324,106,3581,631,2347,19249,0
2026-02-11,9,19589,549,1530,1283,1393,6732,1354,106,3675,637,2412,19671,82
2026-02-11,10,19614,539,1507,1265,1373,6846,1354,106,3654,650,2412,19706,93
2026-02-11,11,19562,515,1535,1268,1335,6907,1349,106,3662,655,2398,19730,168
2026-02-11,12,19418,541,1534,1238,1267,6998,1321,106,3665,655,2394,19720,302
2026-02-11,13,19315,547,1482,1232,1225,7031,1299,106,3683,675,2379,19657,343
2026-02-11,14,19298,546,1497,1221,1205,7032,1306,105,3697,668,2323,19600,302
2026-02-11,15,19267,452,1548,1220,1205,7007,1308,103,3708,654,2330,19536,269
2026-02-11,16,19473,538,1535,1246,1247,7034,1332,104,3765,662,2355,19817,344
2026-02-11,17,19928,511,1607,1300,1338,7119,1388,106,3828,695,2285,20176,248
2026-02-11,18,20131,593,1574,1360,1417,7259,1464,109,3913,695,2143,20527,396
2026-02-11,19,20355,610,1586,1329,1411,7316,1498,111,3955,693,2018,20527,172
2026-02-11,20,20181,709,1545,1318,1380,7251,1500,108,3943,680,1959,20392,211
2026-02-11,21,19871,729,1534,1301,1339,7127,1468,108,3906,660,1933,20105,234
2026-02-11,22,19368,730,1531,1236,1289,6899,1410,106,3800,604,1921,19524,156
2026-02-11,23,18550,718,1512,1168,1215,6543,1323,106,3621,567,1919,18691,141
2026-02-11,24,17660,661,1529,1093,1156,6240,1251,110,3536,535,1933,18045,385
2026-02-12,1,17162,644,1445,1031,1120,5909,1203,112,3355,548,1944,17311,150
2026-02-12,2,16606,633,1463,1008,1095,5717,1170,111,3211,554,1990,16952,345
2026-02-12,3,16516,628,1475,985,1076,5549,1155,114,3117,542,2098,16740,223
2026-02-12,4,16483,625,1418,990,1082,5521,1147,115,3161,520,2048,16627,143
2026-02-12,5,16623,626,1396,994,1133,5587,1158,116,3175,524,2105,16814,192
2026-02-12,6,17211,627,1402,1058,1174,5793,1208,117,3314,537,2212,17443,232
2026-02-12,7,18461,632,1451,1154,1238,6224,1320,119,3589,554,2310,18591,130
2026-02-12,8,19614,588,1495,1229,1301,6735,1419,124,3830,599,2414,19733,119
2026-02-12,9,19830,603,1512,1230,1271,6916,1415,122,3873,601,2394,19937,108
2026-02-12,10,19433,587,1484,1173,1160,7020,1372,121,3779,637,2261,19592,159
2026-02-12,11,18897,555,1471,1153,1010,7028,1306,120,3730,643,1962,18977,80
2026-02-12,12,18385,522,1443,1145,957,7058,1269,120,3701,652,1811,18680,295
2026-02-12,13,18308,509,1425,1149,916,7037,1248,120,3684,629,1816,18531,224
2026-02-12,14,18320,501,1421,1141,888,6975,1233,118,3730,664,1919,18590,269
2026-02-12,15,18402,494,1431,1125,911,6890,1232,119,3672,652,2059,18586,184
2026-02-12,16,18702,503,1449,1169,1027,6942,1270,120,3701,650,2120,18951,249
2026-02-12,17,19290,528,1485,1205,1229,7019,1367,124,3760,670,2139,19525,235
2026-02-12,18,20050,549,1518,1281,1398,7188,1494,127,3888,685,2155,20282,232
2026-02-12,19,20485,571,1549,1295,1437,7363,1555,128,3982,687,2114,20682,197
2026-02-12,20,20377,583,1558,1250,1440,7334,1561,127,3978,677,2071,20578,201
2026-02-12,21,20046,585,1571,1249,1422,7229,1541,125,3918,672,2047,20358,311
2026-02-12,22,19651,637,1540,1204,1369,7036,1488,121,3824,638,2027,19883,233
2026-02-12,23,18818,654,1510,1147,1287,6696,1406,118,3748,563,2023,19152,334
2026-02-12,24,18093,637,1489,1102,1235,6347,1324,115,3556,519,1965,18289,196
2026-02-13,1,17443,613,1465,1062,1205,6054,1273,116,3438,516,2044,17786,343
2026-02-13,2,17125,609,1456,1008,1182,5858,1252,116,3399,511,2138,17527,402
2026-02-13,3,16985,607,1448,1016,1175,5709,1249,118,3280,496,2210,17307,322
2026-02-13,4,17007,607,1455,1023,1182,5673,1249,117,3231,512,2269,17318,311
2026-02-13,5,17185,607,1421,1056,1232,5677,1279,115,3265,512,2215,17380,195
2026-02-13,6,17508,572,1412,1093,1282,5853,1310,117,3325,548,2269,17780,273
2026-02-13,7,18640,535,1438,1186,1392,6243,1411,118,3561,602,2305,18790,150
2026-02-13,8,19792,553,1506,1267,1427,6642,1512,123,3802,648,2415,19895,103
2026-02-13,9,19683,569,1509,1236,1239,6807,1467,123,3800,670,2366,19785,102
2026-02-13,10,19069,565,1488,1205,1058,6858,1360,121,3741,662,2254,19311,243
2026-02-13,11,18492,548,1484,1179,943,6909,1275,119,3650,639,1960,18707,215
2026-02-13,12,18066,522,1471,1142,877,6958,1214,115,3600,612,1806,18319,253
2026-02-13,13,17683,517,1456,1130,842,6944,1199,113,3488,652,1752,18093,411
2026-02-13,14,17654,512,1445,1139,899,6893,1218,111,3540,645,1703,18103,450
2026-02-13,15,17790,505,1436,1157,1008,6826,1236,110,3576,632,1705,18190,400
2026-02-13,16,17968,506,1435,1170,1040,6779,1304,110,3596,648,1771,18359,391
2026-02-13,17,18612,519,1442,1183,1191,6876,1411,110,3639,662,1941,18974,362
2026-02-13,18,19378,531,1457,1251,1334,7021,1486,112,3736,671,1970,19570,192
2026-02-13,19,19660,548,1485,1261,1352,7113,1509,109,3798,664,1898,19739,79
2026-02-13,20,19530,585,1477,1252,1341,7104,1485,108,3832,662,1851,19697,167
2026-02-13,21,19351,637,1477,1220,1304,6970,1447,109,3750,647,1841,19403,52
2026-02-13,22,18731,633,1427,1172,1246,6803,1386,110,3623,581,1808,18787,56
2026-02-13,23,17987,627,1468,1115,1165,6490,1295,110,3464,562,1781,18074,87
2026-02-13,24,17125,613,1439,1058,1119,6138,1211,111,3357,593,1736,17374,249
2026-02-14,1,16472,605,1455,993,1081,5822,1142,112,3234,585,1764,16793,321
2026-02-14,2,16097,602,1381,957,1046,5583,1091,113,3014,564,1830,16182,85
2026-02-14,3,15787,599,1437,938,1039,5392,1060,112,2936,563,1891,15968,180
2026-02-14,4,15658,601,1417,927,1036,5293,1049,111,2915,561,1937,15847,189
2026-02-14,5,15654,599,1413,921,1052,5264,1053,112,2878,555,1976,15822,168
2026-02-14,6,15929,594,1450,938,1079,5306,1065,112,2973,530,2054,16101,172
2026-02-14,7,16475,588,1439,973,1140,5433,1108,114,3087,513,2139,16533,58
2026-02-14,8,17047,615,1501,991,1222,5573,1178,117,3183,539,2223,17143,96
2026-02-14,9,17642,632,1522,1029,1259,5802,1251,121,3301,570,2242,17730,88
2026-02-14,10,17916,631,1553,1075,1170,5976,1296,122,3350,578,2119,17871,-45
2026-02-14,11,17411,620,1496,1050,1051,6145,1314,123,3327,602,1909,17637,226
2026-02-14,12,17243,596,1535,1003,1027,6295,1308,120,3363,605,1701,17551,309
2026-02-14,13,17204,558,1527,974,1008,6323,1268,118,3500,598,1747,17623,418
2026-02-14,14,17169,538,1469,984,933,6310,1233,121,3430,608,1726,17351,183
2026-02-14,15,17107,528,1510,946,926,6261,1229,119,3365,583,1740,17208,101
2026-02-14,16,17071,504,1455,971,979,6245,1255,120,3260,595,1813,17197,126
2026-02-14,17,17638,537,1455,1048,1128,6292,1322,120,3322,593,1947,17765,126
2026-02-14,18,18645,565,1517,1115,1340,6406,1405,123,3486,594,2034,18584,-62
2026-02-14,19,18898,585,1481,1148,1366,6559,1437,126,3590,598,1984,18874,-24
2026-02-14,20,18616,624,1505,1149,1301,6470,1392,124,3517,591,1924,18597,-19
2026-02-14,21,18071,623,1450,1125,1233,6353,1347,124,3489,571,1866,18181,110
2026-02-14,22,17611,617,1493,1105,1163,6172,1287,119,3362,554,1821,17694,82
2026-02-14,23,16902,610,1412,1027,1161,5935,1212,115,3269,526,1818,17086,184
2026-02-14,24,16436,599,1440,987,1130,5723,1149,115,3238,509,1798,16686,250
2026-02-15,1,15967,594,1358,967,1058,5446,1094,115,3088,502,1830,16051,85
2026-02-15,2,15303,592,1311,940,1018,5238,1055,113,3020,545,1936,15768,465
2026-02-15,3,15270,586,1356,935,1038,5122,1028,113,2853,555,1935,15521,250
2026-02-15,4,15193,586,1360,938,1044,5035,1016,111,2812,549,1957,15408,215
2026-02-15,5,15105,586,1391,944,1064,5000,1013,111,2802,543,1971,15424,319
2026-02-15,6,15200,581,1408,952,1092,5044,1034,113,2835,552,2009,15619,419
2026-02-15,7,15554,583,1367,999,1115,5127,1082,110,2920,546,2070,15919,365
2026-02-15,8,16096,597,1395,1042,1135,5305,1130,107,3063,573,2152,16499,402
2026-02-15,9,16519,612,1444,1020,1025,5541,1158,109,3101,592,2162,16764,245
2026-02-15,10,16764,614,1524,1023,915,5766,1152,110,3196,592,2052,16943,179
2026-02-15,11,16531,600,1490,1024,817,5963,1126,108,3228,593,1721,16669,138
2026-02-15,12,16277,561,1531,1023,784,6091,1109,109,3147,600,1600,16554,277
2026-02-15,13,16205,534,1498,1034,784,6109,1080,110,3185,590,1567,16491,286
2026-02-15,14,16178,533,1475,1041,811,6040,1082,109,3208,566,1561,16426,247
2026-02-15,15,16291,544,1525,1081,902,5981,1108,108,3215,525,1584,16573,282
2026-02-15,16,16839,545,1422,1123,1056,6024,1170,111,3251,554,1765,17021,182
2026-02-15,17,17734,567,1503,1186,1198,6083,1253,115,3380,587,2012,17884,150
2026-02-15,18,18393,581,1537,1237,1348,6336,1375,116,3528,583,1969,18608,215
2026-02-15,19,18735,591,1539,1186,1429,6455,1411,116,3587,601,1896,18810,75
2026-02-15,20,18299,597,1540,1208,1317,6347,1372,114,3482,615,1847,18438,139
2026-02-15,21,17711,594,1462,1170,1272,6232,1324,111,3450,614,1819,18048,337
2026-02-15,22,17256,590,1432,1146,1227,6070,1260,107,3377,538,1784,17531,275
2026-02-15,23,16810,595,1428,1090,1174,5870,1182,103,3248,511,1789,16991,181
2026-02-15,24,16314,607,1398,1037,1120,5655,1113,102,3140,488,1787,16448,134
2026-02-16,1,15904,597,1427,1000,1098,5407,1059,103,3016,478,1840,16026,122
2026-02-16,2,15539,604,1394,975,1075,5203,1036,103,2967,502,1919,15778,238
2026-02-16,3,15405,602,1324,960,1063,5056,1027,105,2911,504,1966,15520,115
2026-02-16,4,15246,597,1358,943,1070,4983,1030,104,2881,514,2002,15483,236
2026-02-16,5,15350,596,1325,946,1092,4979,1045,106,2883,534,2046,15552,202
2026-02-16,6,15851,594,1361,982,1128,5058,1079,109,2937,508,2111,15867,16
2026-02-16,7,16303,597,1334,1039,1185,5216,1137,111,3006,503,2185,16312,9
2026-02-16,8,16760,604,1402,1063,1214,5335,1181,116,3052,520,2265,16751,-9
2026-02-16,9,17080,616,1387,1102,1119,5498,1192,118,3138,541,2289,16998,-81
2026-02-16,10,17144,614,1445,1134,917,5684,1148,113,3267,550,2223,17096,-47
2026-02-16,11,17077,597,1412,1083,853,5870,1174,115,3382,559,1967,17013,-65
2026-02-16,12,17064,582,1471,1073,854,6008,1137,110,3367,573,1854,17030,-34
2026-02-16,13,17011,567,1475,1089,842,6055,1072,108,3379,575,1703,16865,-146
2026-02-16,14,16533,564,1443,1093,845,5982,1018,107,3355,568,1690,16665,132
2026-02-16,15,16462,551,1386,1088,867,5940,1072,106,3394,605,1772,16781,319
2026-02-16,16,16792,558,1449,1090,1037,6007,1178,107,3386,616,1763,17191,399
2026-02-16,17,17691,578,1469,1164,1228,6150,1263,103,3381,637,1961,17935,244
2026-02-16,18,18503,597,1534,1228,1398,6338,1349,117,3570,621,1963,18715,212
2026-02-16,19,18668,570,1471,1205,1408,6506,1369,113,3592,587,1868,18691,23
2026-02-16,20,18225,575,1460,1218,1326,6439,1332,109,3520,573,1768,18320,94
2026-02-16,21,17678,573,1492,1179,1279,6306,1272,105,3406,563,1726,17902,224
2026-02-16,22,17125,568,1501,1115,1248,6127,1202,100,3282,572,1684,17400,275
2026-02-16,23,16457,551,1436,1029,1176,5833,1119,100,3295,597,1682,16817,360
2026-02-16,24,15933,541,1450,971,1106,5526,1060,101,3135,599,1667,16157,225
2026-02-17,1,15329,528,1368,913,1061,5225,1010,103,3003,584,1706,15501,172
2026-02-17,2,15017,522,1405,881,1045,5030,982,104,2828,572,1790,15161,144
2026-02-17,3,14939,521,1366,888,1038,4910,972,103,2817,562,1883,15059,120
2026-02-17,4,14929,513,1399,886,1041,4860,976,105,2812,566,1940,15097,168
2026-02-17,5,15113,502,1336,901,1066,4923,999,106,2864,550,2002,15249,136
2026-02-17,6,15777,516,1389,932,1121,5137,1052,109,2997,537,2109,15900,123
2026-02-17,7,17029,524,1351,1011,1250,5608,1166,113,3251,538,2236,17048,19
2026-02-17,8,18263,554,1411,1074,1326,6045,1252,115,3491,560,2353,18182,-81
2026-02-17,9,18551,575,1427,1098,1303,6230,1244,117,3599,570,2340,18502,-50
2026-02-17,10,18330,560,1375,1089,1233,6324,1177,117,3569,583,2250,18278,-52
2026-02-17,11,17975,519,1454,1085,1091,6394,1118,110,3523,610,2169,18073,98
2026-02-17,12,17489,500,1354,1096,1019,6339,1023,110,3505,616,2044,17607,119
2026-02-17,13,17006,491,1351,1066,940,6322,940,114,3406,603,1995,17229,223
2026-02-17,14,16705,495,1334,1024,886,6295,908,114,3348,601,1777,16782,78
2026-02-17,15,16376,492,1276,1005,939,6245,916,114,3285,609,1817,16698,322
2026-02-17,16,16796,503,1288,1043,994,6244,970,113,3273,612,1954,16994,198
2026-02-17,17,17547,525,1313,1096,1152,6373,1102,114,3422,604,2099,17800,252
2026-02-17,18,18259,542,1410,1149,1276,6560,1265,116,3570,638,2108,18634,375
2026-02-17,19,18760,557,1454,1135,1317,6783,1342,117,3689,645,2052,19091,330
2026-02-17,20,18789,587,1430,1146,1284,6718,1349,114,3714,633,1988,18963,175
2026-02-17,21,18395,609,1442,1128,1274,6592,1322,110,3634,570,1922,18603,208
2026-02-17,22,17890,606,1428,1068,1243,6411,1264,103,3587,539,1886,18136,246
2026-02-17,23,17062,600,1419,992,1170,6069,1177,99,3462,526,1841,17356,294
2026-02-17,24,16303,588,1389,938,1154,5723,1138,95,3311,537,1791,16665,361
2026-02-18,1,15727,572,1356,888,1142,5427,1081,97,3429,546,1811,16349,622
2026-02-18,2,15671,569,1370,869,1113,5168,1024,90,3275,552,1873,15904,233
2026-02-18,3,15155,565,1378,868,1088,5073,1049,87,3189,555,1879,15729,574
2026-02-18,4,15118,564,1345,878,1073,5018,1047,89,3140,566,1915,15636,518
2026-02-18,5,15232,562,1296,902,1102,5083,1060,88,3192,565,1966,15816,584
2026-02-18,6,16130,567,1330,972,1148,5255,1048,87,3020,618,2035,16082,-48
2026-02-18,7,16780,574,1387,1071,1250,5704,1137,94,3176,583,2141,17116,336
2026-02-18,8,18204,564,1403,1107,1393,6202,1229,97,3487,625,2273,18380,175
2026-02-18,9,18727,577,1429,1090,1220,6512,1265,100,3580,658,2334,18765,38
2026-02-18,10,18968,586,1421,1088,1202,6723,1284,101,3700,664,2380,19149,182
2026-02-18,11,19232,580,1397,1060,1083,6936,1302,99,3833,644,2445,19378,146
2026-02-18,12,19683,571,1401,1073,1131,7095,1314,98,3916,642,2443,19685,2
2026-02-18,13,19930,564,1432,1095,1211,7139,1312,98,3982,638,2436,19908,-22
2026-02-18,14,20077,557,1455,1083,1430,7115,1315,95,3981,610,2425,20065,-11
2026-02-18,15,20020,557,1466,1081,1467,7066,1319,93,3971,620,2317,19957,-63
2026-02-18,16,19920,564,1480,1103,1341,7023,1320,94,3942,649,2239,19755,-165
2026-02-18,17,19653,570,1493,1146,1391,7078,1369,98,3983,680,2268,20076,423
2026-02-18,18,20223,577,1514,1184,1506,7222,1435,102,4030,700,2186,20456,233
2026-02-18,19,20209,585,1466,1180,1524,7238,1464,103,4072,679,2042,20354,145
2026-02-18,20,19720,619,1558,1128,1495,7111,1449,98,4142,664,1957,20220,501
2026-02-18,21,19659,637,1576,1135,1446,6939,1409,101,3909,630,1946,19729,70
2026-02-18,22,18820,620,1476,1070,1607,6684,1328,97,3839,611,1908,19241,421
2026-02-18,23,18090,611,1443,1003,1542,6295,1229,95,3669,547,1875,18307,217
2026-02-18,24,17320,599,1409,944,1474,5944,1152,98,3470,545,1844,17479,159
2026-02-19,1,16668,586,1372,939,1368,5660,1097,103,3453,556,1846,16978,311
2026-02-19,2,16528,575,1352,921,1313,5431,1066,101,3581,572,1914,16827,300
2026-02-19,3,16264,566,1314,921,1098,5345,1039,98,3441,589,2021,16431,167
2026-02-19,4,16234,565,1297,928,1088,5236,1022,96,3361,574,2048,16215,-19
2026-02-19,5,15944,533,1285,938,1085,5291,1031,94,3475,594,2146,16471,527
2026-02-19,6,16812,527,1282,1006,1119,5538,1081,95,3227,570,2143,16588,-224
2026-02-19,7,17732,536,1315,1100,1258,5932,1181,98,3386,574,2254,17634,-98
2026-02-19,8,18846,562,1360,1152,1315,6360,1266,104,3667,560,2381,18726,-120
2026-02-19,9,18724,576,1335,1108,1114,6548,1260,106,3783,609,2408,18845,121
2026-02-19,10,18567,582,1312,1091,896,6662,1213,112,3854,617,2396,18735,168
2026-02-19,11,18538,581,1301,1068,805,6704,1191,125,3659,601,2434,18469,-69
2026-02-19,12,18411,580,1293,1042,754,6806,1149,112,3622,621,2430,18408,-3
2026-02-19,13,18285,583,1267,1028,752,6827,1122,108,3560,622,2387,18258,-28
2026-02-19,14,17916,578,1255,1018,757,6813,1095,102,3533,635,2402,18189,272
2026-02-19,15,17872,569,1280,1003,823,6743,1054,105,3530,643,2383,18134,262
2026-02-19,16,19569,563,1300,1040,950,6724,1052,106,3574,621,2350,18281,-1288
2026-02-19,17,18705,571,1351,1118,1157,6834,1170,101,3680,656,2287,18924,219
2026-02-19,18,19400,571,1387,1220,1306,7000,1313,107,3726,660,2119,19409,8
2026-02-19,19,19577,571,1406,1209,1339,7042,1376,116,3799,665,2019,19540,-36
2026-02-19,20,19375,579,1431,1191,1357,6971,1375,112,3748,656,1945,19366,-8
2026-02-19,21,18803,577,1425,1169,1317,6857,1348,109,3708,642,1881,19031,228
2026-02-19,22,18172,565,1409,1148,1257,6632,1280,95,3735,608,1818,18547,374
2026-02-19,23,17322,550,1368,1096,1186,6302,1192,88,3579,589,1768,17719,397
2026-02-19,24,16495,537,1371,1027,1107,5929,1119,86,3405,596,1734,16910,415
2026-02-20,1,16163,520,1388,979,1052,5631,1059,85,3143,580,1716,16153,-10
2026-02-20,2,15607,515,1402,934,1034,5437,1017,84,3318,567,1860,16167,561
2026-02-20,3,15704,513,1440,927,1031,5278,990,84,3222,560,1908,15954,250
2026-02-20,4,15562,511,1445,941,1016,5206,984,82,3066,563,1888,15704,142
2026-02-20,5,15722,514,1415,970,1037,5195,994,85,2880,575,1957,15622,-101
2026-02-20,6,15890,518,1392,1011,1083,5387,1036,87,2982,575,2047,16117,227
2026-02-20,7,17065,524,1462,1097,1169,5813,1133,90,3233,582,2121,17225,159
2026-02-20,8,18147,548,1396,1160,1239,6256,1239,93,3439,634,2241,18244,97
2026-02-20,9,18832,567,1457,1156,1252,6521,1268,94,3551,634,2286,18786,-46
2026-02-20,10,18967,574,1396,1124,1235,6663,1264,99,3583,634,2295,18867,-100
2026-02-20,11,18832,568,1373,1119,1203,6773,1257,98,3664,615,2158,18828,-4
2026-02-20,12,18998,559,1365,1128,1207,6924,1257,98,3702,661,2235,19137,139
2026-02-20,13,19294,550,1373,1147,1213,6928,1253,101,3693,615,2236,19109,-185
2026-02-20,14,19105,549,1357,1159,1220,6921,1270,102,3626,578,2277,19059,-46
2026-02-20,15,19112,551,1316,1171,1241,6903,1310,105,3576,536,2284,18992,-120
2026-02-20,16,19017,551,1375,1187,1290,6864,1324,103,3608,544,2241,19087,70
2026-02-20,17,19200,563,1406,1232,1334,6905,1352,99,3816,616,2201,19525,325
2026-02-20,18,19581,568,1366,1276,1381,6988,1399,101,3923,643,2052,19698,117
2026-02-20,19,19487,571,1423,1237,1369,6962,1410,104,3901,629,1871,19476,-11
2026-02-20,20,19053,573,1484,1207,1337,6845,1397,104,3812,621,1802,19182,129
2026-02-20,21,18634,569,1405,1180,1292,6749,1367,107,3725,616,1767,18777,143
2026-02-20,22,18101,563,1421,1126,1253,6538,1294,103,3601,539,1719,18158,57
2026-02-20,23,17380,554,1433,1065,1217,6238,1208,99,3416,525,1665,17420,40
2026-02-20,24,16493,542,1354,1010,1170,5885,1130,95,3175,542,1631,16533,40
2026-02-21,1,15732,527,1408,960,1105,5581,1059,93,3176,559,1673,16141,409
2026-02-21,2,15564,527,1372,926,1067,5385,1019,92,3033,540,1763,15724,160
2026-02-21,3,15380,527,1345,902,1035,5166,995,96,3126,527,1911,15629,249
2026-02-21,4,15349,528,1379,890,1025,5072,980,99,2915,478,1910,15276,-72
2026-02-21,5,15302,530,1328,894,1041,5054,984,103,3044,488,1983,15449,147
2026-02-21,6,15728,526,1329,914,1086,5133,1015,107,2874,468,2000,15451,-277
2026-02-21,7,15893,531,1314,946,1132,5255,1062,109,3091,481,2054,15975,81
2026-02-21,8,16508,544,1370,988,1189,5440,1122,110,3175,509,2116,16562,53
2026-02-21,9,17062,555,1329,1036,1226,5711,1206,109,3316,546,2227,17261,199
2026-02-21,10,17580,561,1325,1064,1273,5993,1256,110,3376,578,2254,17791,211
2026-02-21,11,17956,557,1327,1075,1295,6195,1279,112,3393,580,2309,18122,165
2026-02-21,12,18178,553,1345,1078,1314,6322,1282,112,3467,583,2314,18370,192
2026-02-21,13,18232,545,1363,1046,1312,6352,1266,111,3429,580,2311,18316,84
2026-02-21,14,18115,536,1344,1026,1296,6356,1252,111,3408,585,2291,18204,89
